timestamp,station_id,water_level,sigma,quality_flag,prediction,verified,quality_numeric,water_level_anomaly,surge_magnitude,tidal_M2_cos,tidal_M2_sin,tidal_S2_cos,tidal_S2_sin,tidal_N2_cos,tidal_N2_sin,tidal_K1_cos,tidal_K1_sin,tidal_O1_cos,tidal_O1_sin,tidal_P1_cos,tidal_P1_sin,water_level_velocity,water_level_acceleration,water_level_jerk,water_level_6h_mean,water_level_6h_std,water_level_6h_max,water_level_6h_min,tidal_range_6h,water_level_12h_mean,water_level_12h_std,water_level_12h_max,water_level_12h_min,tidal_range_12h,water_level_24h_mean,water_level_24h_std,water_level_24h_max,water_level_24h_min,tidal_range_24h,water_level_48h_mean,water_level_48h_std,water_level_48h_max,water_level_48h_min,tidal_range_48h,water_level_168h_mean,water_level_168h_std,water_level_168h_max,water_level_168h_min,tidal_range_168h,exceeds_minor_flood,approaching_minor_flood,distance_to_minor_flood,exceeds_moderate_flood,approaching_moderate_flood,distance_to_moderate_flood,exceeds_major_flood,approaching_major_flood,distance_to_major_flood,hour,day_of_week,month,day_of_year,year,season_cos,season_sin,daily_cos,daily_sin,hurricane_season,winter_storm_season,water_level_1h_ahead,max_water_level_1h,water_level_3h_ahead,max_water_level_3h,water_level_6h_ahead,max_water_level_6h,water_level_12h_ahead,max_water_level_12h,water_level_24h_ahead,max_water_level_24h,water_level_48h_ahead,max_water_level_48h,water_level_72h_ahead,max_water_level_72h,label_minor_flood_1h_lead,label_max_minor_flood_1h,label_moderate_flood_1h_lead,label_max_moderate_flood_1h,label_major_flood_1h_lead,label_max_major_flood_1h,label_minor_flood_3h_lead,label_max_minor_flood_3h,label_moderate_flood_3h_lead,label_max_moderate_flood_3h,label_major_flood_3h_lead,label_max_major_flood_3h,label_minor_flood_6h_lead,label_max_minor_flood_6h,label_moderate_flood_6h_lead,label_max_moderate_flood_6h,label_major_flood_6h_lead,label_max_major_flood_6h,label_minor_flood_12h_lead,label_max_minor_flood_12h,label_moderate_flood_12h_lead,label_max_moderate_flood_12h,label_major_flood_12h_lead,label_max_major_flood_12h,label_minor_flood_24h_lead,label_max_minor_flood_24h,label_moderate_flood_24h_lead,label_max_moderate_flood_24h,label_major_flood_24h_lead,label_max_major_flood_24h,label_minor_flood_48h_lead,label_max_minor_flood_48h,label_moderate_flood_48h_lead,label_max_moderate_flood_48h,label_major_flood_48h_lead,label_max_major_flood_48h
2024-01-05 11:36:00,8575512,0.978,0.026,"0,0,0,0",0.62,0,0,0.358,0.358,0.5043747410292233,0.8634848699379184,0.9781476007328228,-0.2079116908223837,0.7681670253389382,0.640249499165698,0.5244281333688438,-0.851454715725546,-0.9624304622489416,0.2715282772296256,0.5360912507210635,0.8441600386776941,0.023,0.01,0.0139999999999999,0.9296666666666668,0.0364947484833265,0.978,0.879,0.0989999999999999,0.8722500000000002,0.0704351732894796,0.978,0.771,0.2069999999999999,0.7458333333333335,0.1536596087538023,0.978,0.459,0.5189999999999999,0.4457916666666667,0.3440928844379111,0.978,-0.121,1.099,0.308,0.3664231871701072,0.978,-0.262,1.24,0,0,1.622,0,0,2.2220000000000004,0,0,3.2220000000000004,11,4,1,5,2024,0.9963032375991964,0.0859061042613327,-0.9659258262890682,0.258819045102521,0,1,0.994,0.994,1.024,1.024,1.076,1.076,1.155,1.155,1.201,1.201,1.112,1.201,1.28,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-13 00:54:00,8575512,1.676,0.03,"0,0,0,0",1.013,0,0,0.663,0.663,0.8843685361665801,-0.466789344606944,0.8910065241886842,0.4539904997389259,-0.2142182575726459,-0.9767858199843708,-0.3513923827838875,-0.9362282805606024,0.0279810999804149,0.9996084523671688,-0.7540765322750846,0.6567865585347976,0.0389999999999999,0.0029999999999998,-2.220446049250313e-16,1.5893333333333337,0.061307965768706,1.676,1.509,0.167,1.5005833333333334,0.106948975372901,1.676,1.345,0.3309999999999999,1.3420416666666668,0.186369310583869,1.676,1.076,0.5999999999999999,1.2127291666666666,0.1872995938453959,1.676,1.04,0.6359999999999999,1.3528809523809524,0.2022307275859171,1.676,1.04,0.6359999999999999,0,0,0.9240000000000002,0,0,1.5240000000000002,0,0,2.524,0,1,8,225,2019,-0.7458723993404063,-0.666088855860977,1.0,0.0,1,0,1.722,1.722,1.768,1.768,1.873,1.873,2.047,2.047,2.372,2.372,2.546,2.559,2.198,2.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05 14:06:00,8575512,1.135,0.023,"0,0,0,0",0.635,0,0,0.5,0.5,-0.84643569872817,-0.5324909463254325,0.4539904997426678,0.8910065241867776,0.8107637193948369,-0.5853735485252559,-0.4639629376581483,-0.8858546113666854,0.9716984533721792,0.2362247144439264,-0.98064178673778,-0.1958103319637005,-0.0069999999999998,0.0060000000000002,0.0060000000000004,1.1708333333333334,0.0375415325584546,1.237,1.135,0.102,1.2322500000000003,0.0742295273274248,1.352,1.135,0.217,1.351125,0.1427147695048957,1.594,1.135,0.4590000000000001,1.5400625,0.2191588762337361,1.785,1.135,0.6499999999999999,1.718666666666667,0.3190135181313103,2.333,1.135,1.1980000000000002,0,0,1.465,0,0,2.0650000000000004,0,0,3.0650000000000004,14,3,10,278,2023,0.0698279757298708,-0.9975590477788612,-0.8660254037844388,-0.4999999999999997,1,0,1.115,1.115,1.076,1.115,1.017,1.115,0.942,1.115,0.896,1.115,1.49,1.49,2.139,2.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11 16:54:00,8575512,1.115,0.026,"0,0,0,0",0.472,0,0,0.643,0.643,-0.6788471802087568,-0.734279582940054,-0.8386705679455869,0.5446390350147762,0.8494477907333999,0.5276726739354105,-0.9706510924056816,-0.240492113824252,0.2586231615554309,0.9659782918404912,0.8008078109759442,-0.5989214054280547,-0.01,0.0069999999999998,-0.0050000000000003,1.1608333333333334,0.0401268820971722,1.214,1.115,0.0989999999999999,1.225416666666667,0.0764537392308372,1.339,1.115,0.2239999999999999,1.3423333333333334,0.1387542922694981,1.562,1.115,0.447,1.5406875,0.2302824497199639,1.841,1.115,0.726,1.7563690476190477,0.3357861908749847,2.421,1.115,1.3059999999999998,0,0,1.485,0,0,2.085,0,0,3.085,16,1,7,192,2023,-0.9870237158387384,-0.1605745445949937,-0.5000000000000004,-0.8660254037844385,1,0,1.099,1.099,1.047,1.099,1.001,1.099,0.896,1.099,0.919,1.099,1.558,1.558,2.215,2.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-08 12:42:00,8575512,0.853,0.02,"0,0,0,0",0.638,0,0,0.2149999999999999,0.2149999999999999,-0.9920129280859674,-0.1261362378950051,0.9335804264986354,0.3583679495415656,-0.4026520479010281,0.9153531167375288,-0.3440069287245819,-0.9389671096420154,0.9863402145855288,-0.1647209188032078,-0.8093237527107776,0.5873628038088079,-0.003,0.007,0.004,0.8688333333333333,0.0124806516972552,0.883,0.853,0.03,0.8935000000000003,0.0292279442855676,0.945,0.853,0.0919999999999999,0.960875,0.0744126640109313,1.073,0.853,0.2199999999999999,1.0239791666666669,0.0844177780983793,1.129,0.853,0.276,1.2825833333333334,0.4788308417907138,2.274,0.817,1.457,0,0,1.747,0,0,2.3470000000000004,0,0,3.3470000000000004,12,1,10,282,2024,0.1382503109109819,-0.9903973200352558,-1.0,1.2246467991473532e-16,1,0,0.846,0.846,0.833,0.85,0.81,0.85,0.814,0.85,0.85,0.85,1.519,1.519,2.287,2.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-20 23:42:00,8575512,0.433,0.016,"0,0,0,0",0.085,0,0,0.348,0.348,-0.1586825464566546,-0.9873296559154048,0.9876883405945536,-0.1564344650439183,0.4519994311000416,0.8920182253100206,-0.8672263180653049,-0.4979141625369724,-0.0109503364828944,0.9999400432680507,-0.8725836827698743,0.4884646523176097,0.0,0.0,-0.007,0.4401666666666666,0.0093683865702774,0.456,0.433,0.023,0.4891666666666669,0.05884468514289,0.597,0.433,0.1639999999999999,0.601375,0.1312964824523045,0.837,0.433,0.4039999999999999,0.8621041666666668,0.2973841444061754,1.325,0.433,0.8919999999999999,1.1837559523809524,0.4295148843667004,2.28,0.433,1.847,0,0,2.1670000000000003,0,0,2.7670000000000003,0,0,3.767,23,3,4,110,2023,-0.3159618766579029,0.9487718864399473,0.965925826289068,-0.2588190451025215,0,0,0.426,0.426,0.417,0.426,0.423,0.426,0.505,0.505,0.896,0.896,1.647,1.647,2.06,2.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-23 10:42:00,8575512,1.427,0.02,"0,0,0,0",0.29,0,0,1.137,1.137,-0.9764326808882862,0.2158221946263043,0.7771459614555,-0.6293203910516539,0.9968488137508,-0.0793249174195761,0.7110410640505797,-0.7031504854821757,-0.3352783562917368,-0.9421191133833934,0.9661226010152764,0.2580835519894223,-0.01,0.016,0.0090000000000001,1.4768333333333334,0.0412863980843713,1.532,1.427,0.1049999999999999,1.5439166666666668,0.0800311965686375,1.657,1.427,0.2299999999999999,1.67,0.1479377072197257,1.88,1.427,0.4529999999999998,1.8100416666666668,0.1773202366119144,1.995,1.427,0.5680000000000001,1.5106904761904765,0.3882265366266259,1.995,0.833,1.162,0,0,1.173,0,0,1.773,0,0,2.773,10,3,2,54,2023,0.5986906625177214,0.8009803309782905,-0.8660254037844387,0.4999999999999999,0,1,1.391,1.391,1.345,1.391,1.263,1.391,1.119,1.391,0.879,1.391,1.001,1.391,1.503,1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-29 09:54:00,8575512,1.509,0.026,"0,0,0,0",0.757,0,0,0.7519999999999999,0.7519999999999999,0.2330764110473003,-0.9724584241052724,0.4539904997394511,-0.8910065241884166,-0.5913930285769211,0.8063834607372704,0.5705554466195315,-0.8212590835618118,0.9533605695317984,-0.3018337695851895,0.9927993560904902,-0.119789142021754,0.0189999999999999,-0.0010000000000001,-0.0210000000000001,1.47,0.027371518043859,1.509,1.434,0.0749999999999999,1.4613333333333334,0.0209298974211279,1.509,1.434,0.0749999999999999,1.4730416666666664,0.0308777099380457,1.545,1.434,0.1109999999999999,1.6450416666666663,0.2101438168466529,2.096,1.434,0.6620000000000001,2.0581785714285714,0.3612238730817536,2.621,1.434,1.187,0,0,1.0910000000000002,0,0,1.6910000000000005,0,0,2.6910000000000003,9,2,5,149,2019,-0.8373211953118121,0.5467112728685939,-0.7071067811865475,0.7071067811865476,0,0,1.506,1.506,1.539,1.539,1.575,1.575,1.631,1.631,1.775,1.775,1.893,1.909,1.476,1.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-29 11:06:00,8575512,1.864,0.023,"0,0,0,0",0.915,0,0,0.949,0.949,0.3205411116701684,0.9472346043770004,0.8910065241862932,-0.4539904997436184,-0.9866180560386052,0.1630484943156604,0.9987558822882068,-0.0498666982535033,-0.3941755052555464,0.9190351848849612,0.9674568208640064,-0.2530361629564242,0.014,-0.002,-0.0109999999999998,1.8333333333333333,0.0218693087852916,1.864,1.801,0.0630000000000001,1.7795833333333335,0.0639039881146613,1.864,1.68,0.1840000000000001,1.6645416666666668,0.1349186483282271,1.864,1.437,0.427,1.4128333333333334,0.2931100536423585,1.864,0.928,0.936,1.2492261904761903,0.2698580177225519,1.864,0.801,1.0630000000000002,0,0,0.736,0,0,1.336,0,0,2.3360000000000003,11,2,3,88,2023,0.0569521960340397,0.998376906467142,-0.9659258262890682,0.258819045102521,0,1,1.87,1.87,1.89,1.89,1.9,1.903,1.909,1.913,1.821,1.913,1.506,1.913,1.24,1.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31 23:30:00,8575512,2.064,0.016,"0,0,0,0",1.464,0,0,0.6000000000000001,0.6000000000000001,0.8596326542331806,0.5109126146182115,0.965925826288744,-0.2588190451037311,-0.8306069541742356,0.5568591273180313,0.4720840427448092,-0.8815535472027307,-0.4558325191992,0.8900655674951767,0.6046545599568665,0.7964878298651953,0.036,0.006,0.0149999999999999,1.9801666666666664,0.0613658428339034,2.064,1.9,0.1640000000000001,1.9139166666666665,0.0853926315040638,2.064,1.782,0.282,1.7682916666666666,0.1714689676998756,2.064,1.506,0.558,1.485291666666667,0.3286421424611758,2.064,0.968,1.096,1.4916726190476193,0.3161866820858028,2.064,0.919,1.145,0,0,0.536,0,0,1.136,0,0,2.136,23,1,8,243,2021,-0.5074302810827518,-0.8616928164028522,0.965925826289068,-0.2588190451025215,1,0,2.057,2.057,2.09,2.09,2.119,2.119,2.228,2.228,2.283,2.287,2.175,2.287,2.096,2.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
